0xc6400a5584db71e41b0e5dfbdc769b54b91256cd,1,{"palettes":"UltraMaxis"}
0xfd22004806a6846ea67ad883356be810f0428793,1,{"palettes":"UltraMaxis"}
0x43b0bd27d5016e969193412933387b0dd4cf3e0a,1,{"palettes":"UltraMaxis"}
0x7ba3e8f17582462676c44dd143388ed4b6b20655,1,{"palettes":"UltraMaxis"}
0xc02e6b0d0c1a5d8cd26beeba0fe8d76c5d2f19b9,1,{"palettes":"UltraMaxis"}
0x69cb3b1de24e08f1cfc2994171b6c6930498f750,1,{"palettes":"UltraMaxis"}
0x13928eb9a86c8278a45b6ff2935c7730b58ac675,1,{"palettes":"UltraMaxis"}
0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00,1,{"palettes":"UltraMaxis"}
0x0220e0b5a23bf2419e643de74649a01bf77960ee,1,{"palettes":"UltraMaxis"}
0x6f566a6672f615c2975f6c48224c46153e12ffcf,1,{"palettes":"UltraMaxis"}
0x3df7131fbd4f6b27be8317c69e41817498e1bc0c,1,{"palettes":"UltraMaxis"}
0x48464efe55fbcae8ae0c992b306afcf21d4910cf,1,{"palettes":"UltraMaxis"}
0xa743c8c57c425b84cb2ed18c6b9ae3ad21629cb5,1,{"palettes":"UltraMaxis"}
0x8ba68cfe71550efc8988d81d040473709b7f9218,1,{"palettes":"UltraMaxis"}
0x248458947c120ca057ec028b3fe7e4b3f26fdb3d,1,{"palettes":"UltraMaxis"}
0xa7cafd18dd8bc1e23203058d66f89f0f0ee539d9,1,{"palettes":"UltraMaxis"}
0xb033daedca113b0386eb3e8f4c72c79fc50ae32e,1,{"palettes":"UltraMaxis"}
0xc6400a5584db71e41b0e5dfbdc769b54b91256cd,1,{"palettes":"HyperMaxis"}
0x43b0bd27d5016e969193412933387b0dd4cf3e0a,1,{"palettes":"HyperMaxis"}
0x02b294ed96e1175b8c71071a303e8a7d2396b017,1,{"palettes":"HyperMaxis"}
0x06e13bd0a3cba08e61028f2326b9ea2ca2539900,1,{"palettes":"HyperMaxis"}
0x13eee41d67b8d99e11174161d72cf8ccd194458c,1,{"palettes":"HyperMaxis"}
0x1b7844cfae4c823ac6389855d47106a70c84f067,1,{"palettes":"HyperMaxis"}
0x220da3fc3b905c968dfb20c81c170bc4dce56603,1,{"palettes":"HyperMaxis"}
0x2c9646bf2477a747897047b69ca1a1913ae5f611,1,{"palettes":"HyperMaxis"}
0xd1f6e5592361257aef68b96df42aef064080c5cc,1,{"palettes":"HyperMaxis"}
0x37dee36d898edfac1026bec80493d3865a0707e5,1,{"palettes":"HyperMaxis"}
